"","fte_pollster_ratings_id","pollster","id","type","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Warren","Trump","fte_pollster_name","Pollster","X..of.Polls","NCPP...AAPOR...Roper","Live.Caller.With.Cellphones","Methodology","Banned.by.538","Historical.Advanced.Plus.Minus","Predictive....Plus.Minus","X538.Grade","Mean.Reverted.Bias","Races.Called.Correctly","Misses.Outside.MOE","Simple.Average.Error","Simple.Expected.Error","Simple.Plus.Minus","Advanced.Plus.Minus","Mean.Reverted.Advanced.Plus.Minus","Predictive.Plus.Minus","X..of.Polls.for.Bias.Analysis","Bias","Mean.Reverted.Bias.1","House.Effect","Average.Distance.from.Polling.Average..ADPA.","Herding.Penalty"
"47",221,"NBC News/Wall St. Jrnl","124726","poll","10/27 - 10/30","","720 RV","3.7","",Warren,Democrat,+8.0,,2019-11-03 10:09:45,"https://www.documentcloud.org/documents/6538104-19433-NBCWSJ-Late-October-Poll.html",2019-10-27,2019-10-30,"1","Warren","Democrat","+8.0","",50.0,42.0,"NBC News/Wall Street Journal","NBC News/Wall Street Journal", 29,"yes","yes","Live","no",-0.6,-0.4,"A/B°","D +0.8","74%","14%",4.0,5.0,-0.8,-0.6,-0.3,-0.4, 24,"D +1.7","D +0.8","D +1.3",2.9,0.53
"48",263,"PPP (D)","120483","poll","1/19 - 1/21","","760 RV","3.6","",Warren,Democrat,+6.0,,2019-01-23 07:52:19,"https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_National_12219.pdf",2019-01-19,2019-01-21,"1","Warren","Democrat","+6.0","",48.0,42.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"49",263,"PPP (D)","120407","poll","6/8 - 6/10","","679 RV","3.8","",Warren,Democrat,+8.0,,2019-01-10 10:55:54,"https://www.publicpolicypolling.com/wp-content/uploads/2018/06/PPP_Release_National_61318.pdf",2018-06-08,2018-06-10,"1","Warren","Democrat","+8.0","",48.0,40.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"50",263,"PPP (D)","116872","poll","2/9 - 2/11","","687 RV","3.7","",Tie,,,,2018-02-14 10:47:13,"https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf",2018-02-09,2018-02-11,"1","Tie","","","",44.0,44.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"51",263,"PPP (D)","121358","poll","3/27 - 3/28","","846 RV","3.4","",Warren,Democrat,+6.0,,2019-04-01 13:32:46,"https://www.publicpolicypolling.com/wp-content/uploads/2019/04/PPP_Release_National_40119.pdf",2019-03-27,2019-03-28,"1","Warren","Democrat","+6.0","",48.0,42.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"52",263,"PPP (D)","116012","poll","10/27 - 10/29","","572 RV","4.1","",Warren,Democrat,+10.0,,2017-10-31 11:36:06,"https://www.publicpolicypolling.com/wp-content/uploads/2017/10/PPP_Release_National_103117.pdf",2017-10-27,2017-10-29,"1","Warren","Democrat","+10.0","",50.0,40.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"53",263,"PPP (D)","120401","poll","3/23 - 3/25","","846 RV","3.4","",Warren,Democrat,+11.0,,2019-01-10 10:51:12,"https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf",2018-03-23,2018-03-25,"1","Warren","Democrat","+11.0","",51.0,40.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"54",263,"PPP (D)","115672","poll","9/22 - 9/25","","865 RV","3.3","",Warren,Democrat,+6.0,,2017-09-28 14:21:29,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf",2017-09-22,2017-09-25,"1","Warren","Democrat","+6.0","",47.0,41.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"55",263,"PPP (D)","116412","poll","12/11 - 12/12","","862 RV","3.3","",Warren,Democrat,+9.0,,2017-12-14 10:35:17,"https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf",2017-12-11,2017-12-12,"1","Warren","Democrat","+9.0","",51.0,42.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"56",263,"PPP (D)","115395","poll","7/14 - 7/17","","836 RV","3.4","",Warren,Democrat,+7.0,,2017-08-29 15:02:05,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf",2017-07-14,2017-07-17,"1","Warren","Democrat","+7.0","",49.0,42.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"57",263,"PPP (D)","115389","poll","6/9 - 6/11","","811 RV","3.4","",Warren,Democrat,+3.0,,2017-08-29 14:51:26,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_61217.pdf",2017-06-09,2017-06-11,"1","Warren","Democrat","+3.0","",46.0,43.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"58",263,"PPP (D)","115380","poll","5/12 - 5/14","","692 RV","3.7","",Warren,Democrat,+10.0,,2017-08-29 12:50:08,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_51617.pdf",2017-05-12,2017-05-14,"1","Warren","Democrat","+10.0","",49.0,39.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"59",263,"PPP (D)","115409","poll","4/17 - 4/18","","648 RV","3.9","",Warren,Democrat,+4.0,,2017-08-29 15:49:04,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_42017.pdf",2017-04-17,2017-04-18,"1","Warren","Democrat","+4.0","",46.0,42.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"60",263,"PPP (D)","115378","poll","3/27 - 3/28","","677 RV","3.8","",Warren,Democrat,+5.0,,2017-08-29 12:46:05,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_33017.pdf",2017-03-27,2017-03-28,"1","Warren","Democrat","+5.0","",48.0,43.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"61",263,"PPP (D)","115401","poll","8/18 - 8/21","","887 RV","3.3","",Warren,Democrat,+5.0,,2017-08-29 15:21:25,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf",2017-08-18,2017-08-21,"1","Warren","Democrat","+5.0","",45.0,40.0,"Public Policy Polling","Public Policy Polling",418,"no","no","IVR/Online/Text","no",-0.3, 0.2,"B","D +0.3","80%","31%",5.0,5.4,-0.2,-0.3,-0.3, 0.2,298,"D +0.3","D +0.3","D +0.9",4.6,0.00
"62",267,"Quinnipiac","122259","poll","6/6 - 6/10","","1214 RV","3.5","",Warren,Democrat,+7.0,,2019-06-11 14:10:49,"https://poll.qu.edu/national/release-detail?ReleaseID=2627",2019-06-06,2019-06-10,"1","Warren","Democrat","+7.0","",49.0,42.0,"Quinnipiac University","Quinnipiac University",204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"63",267,"Quinnipiac","126420","poll_rcp_avg","2/5 - 2/9","","1519 RV","2.5","",Warren,Democrat,+4.0,,2020-02-10 14:27:33,"https://poll.qu.edu/national/release-detail?ReleaseID=3655",2020-02-05,2020-02-09,"1","Warren","Democrat","+4.0","",48.0,44.0,"Quinnipiac University","Quinnipiac University",204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"64",267,"Quinnipiac","123385","poll","8/21 - 8/26","","1422 RV","4.6","",Warren,Democrat,+12.0,,2019-08-28 08:19:24,"https://poll.qu.edu/national/release-detail?ReleaseID=3638",2019-08-21,2019-08-26,"1","Warren","Democrat","+12.0","",52.0,40.0,"Quinnipiac University","Quinnipiac University",204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"65",267,"Quinnipiac","124057","poll","10/4 - 10/7","","1483 RV","3.1","",Warren,Democrat,+8.0,,2019-10-08 15:22:57,"https://poll.qu.edu/national/release-detail?ReleaseID=3643",2019-10-04,2019-10-07,"1","Warren","Democrat","+8.0","",49.0,41.0,"Quinnipiac University","Quinnipiac University",204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"66",267,"Quinnipiac","125349","poll","12/4 - 12/9","","1553 RV","2.5","",Warren,Democrat,+7.0,,2019-12-10 15:26:07,"https://poll.qu.edu/national/release-detail?ReleaseID=3651",2019-12-04,2019-12-09,"1","Warren","Democrat","+7.0","",50.0,43.0,"Quinnipiac University","Quinnipiac University",204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"67",277,"Rasmussen Reports","120408","poll","10/17 - 10/18","","1000 LV","3.0","",Warren,Democrat,+2.0,,2019-01-10 10:58:08,"http://www.rasmussenreports.com/public_content/politics/general_politics/october_2018/warren_vs_trump_and_the_winner_is",2018-10-17,2018-10-18,"1","Warren","Democrat","+2.0","",46.0,44.0,"Rasmussen Reports/Pulse Opinion Research","Rasmussen Reports/Pulse Opinion Research",716,"no","no","IVR/Online","no", 0.3, 0.8,"C+","R +1.5","78%","30%",5.3,5.5,-0.1, 0.3, 0.3, 0.8,576,"R +1.6","R +1.5","R +1.2",4.7,0.07
"68",277,"Rasmussen Reports","122065","poll","5/12 - 5/23","","5000 LV","1.5","",Warren,Democrat,+2.0,,2019-05-24 14:09:04,"http://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_may24",2019-05-12,2019-05-23,"1","Warren","Democrat","+2.0","",46.0,44.0,"Rasmussen Reports/Pulse Opinion Research","Rasmussen Reports/Pulse Opinion Research",716,"no","no","IVR/Online","no", 0.3, 0.8,"C+","R +1.5","78%","30%",5.3,5.5,-0.1, 0.3, 0.3, 0.8,576,"R +1.6","R +1.5","R +1.2",4.7,0.07
"69",323,"USA Today/Suffolk","125563","poll","12/10 - 12/14","","1000 RV","3.0","",Trump,Republican,+8.0,,2019-12-16 20:05:09,"https://www.usatoday.com/story/news/politics/elections/2019/12/16/trump-impeachment-2020-election-leads-democratic-rivals/2663659001/",2019-12-10,2019-12-14,"1","Trump","Republican","+8.0","",37.0,45.0,"Suffolk University","Suffolk University", 79,"no","yes","Live","no",-0.8,-0.4,"A-","D +0.5","80%","24%",4.9,6.5,-1.5,-0.8,-0.6,-0.4, 49,"D +0.8","D +0.5","D +1.8",5.8,0.00
"70",325,"SurveyUSA","123172","poll","8/1 - 8/5","","5459 RV","1.6","",Warren,Democrat,+2.0,,2019-08-09 18:22:57,"http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab",2019-08-01,2019-08-05,"1","Warren","Democrat","+2.0","",46.0,44.0,"SurveyUSA","SurveyUSA",790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"71",325,"SurveyUSA","124537","poll","10/15 - 10/16","","3080 RV","2.1","",Warren,Democrat,+4.0,,2019-10-26 00:36:44,"http://www.surveyusa.com/client/PollReport.aspx?g=be45282e-0f2b-4aea-9431-c8dd46a3082f",2019-10-15,2019-10-16,"1","Warren","Democrat","+4.0","",48.0,44.0,"SurveyUSA","SurveyUSA",790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"72",325,"SurveyUSA","125258","poll","11/20 - 11/21","","3850 RV","1.7","",Warren,Democrat,+7.0,,2019-11-27 16:52:49,"http://www.surveyusa.com/client/PollReport.aspx?g=5128ee79-1b59-4146-bf80-54906bb24d4b",2019-11-20,2019-11-21,"1","Warren","Democrat","+7.0","",49.0,42.0,"SurveyUSA","SurveyUSA",790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"73",325,"SurveyUSA","123715","poll","9/13 - 9/16","","4520 RV","1.6","",Warren,Democrat,+2.0,,2019-09-19 08:53:59,"http://www.surveyusa.com/client/PollReport.aspx?g=6189a2c3-4801-46e4-898a-f512d9ed5d17",2019-09-13,2019-09-16,"1","Warren","Democrat","+2.0","",45.0,43.0,"SurveyUSA","SurveyUSA",790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"74",343,"LA Times/USC","126285","poll","1/15 - 1/28","","4869 RV","2.0","",Warren,Democrat,+4.0,,2020-01-31 08:43:35,"https://www.latimes.com/politics/story/2020-01-31/joe-biden-holds-lead-in-national-poll-is-it-a-firewall-against-iowa-new-hampshire-losses",2020-01-15,2020-01-28,"1","Warren","Democrat","+4.0","",45.0,41.0,"USC Dornsife/LA Times","USC Dornsife/LA Times",  6,"yes","no","Online","no", 3.5, 1.2,"B/C°","D +0.3","67%","83%",5.3,3.1, 2.3, 3.5, 0.8, 1.2,  6,"D +1.2","D +0.3","D +1.1",9.0,0.00
"75",NA,"CBS News/YouGov","126668","poll_rcp_avg","2/20 - 2/22","","10000 RV","1.2","",Warren,Democrat,+1.0,,2020-02-23 11:26:09,"https://drive.google.com/file/d/1OpQxzzYY4MXgQMfo2j_XicB_tEUtt7eI/view",2020-02-20,2020-02-22,"1","Warren","Democrat","+1.0","",46.0,45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,"rcp_average","6251","rcp_average","2/5 - 2/22","","","","",Warren,Democrat,+1.8,,NA,NA,NA,NA,NA,"Warren","Democrat","+1.8","",47.3,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
